Pradako ID,Authority,Standard,Title,Lifecycle,File,Authority Hub,Page Source,Previous Path
PRA-SPC-00584,ASTM,ASTM B150/B150M,"Standard Specification for Aluminum Bronze Rod, Bar, and Shapes",Current-use reference,specifications/astm/astm-b150-b150m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b150/index.html
PRA-SPC-00585,ASTM,ASTM B151/B151M,Standard Specification for Copper-Nickel-Zinc Alloy (Nickel Silver) and Copper-Nickel Rod and Bar,Current-use reference,specifications/astm/astm-b151-b151m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b151/index.html
PRA-SPC-00586,ASTM,ASTM B16/B16M,"Standard Specification for Free-Cutting Brass Rod, Bar and Shapes for Use in Screw Machines",Current-use reference,specifications/astm/astm-b16-b16m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b16/index.html
PRA-SPC-00587,ASTM,ASTM B160,Standard Specification for Nickel Rod and Bar,Current-use reference,specifications/astm/astm-b160.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b160/index.html
PRA-SPC-00588,ASTM,ASTM B162,"Standard Specification for Nickel Plate, Sheet, and Strip",Current-use reference,specifications/astm/astm-b162.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b162/index.html
PRA-SPC-00589,ASTM,ASTM B164,"Standard Specification for Nickel-Copper Alloy Rod, Bar, and Wire",Current-use reference,specifications/astm/astm-b164.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b164/index.html
PRA-SPC-00590,ASTM,ASTM B166,"Standard Specification for Nickel-Chromium and Related Nickel Alloy Rod, Bar, and Wire",Current-use reference,specifications/astm/astm-b166.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b166/index.html
PRA-SPC-00591,ASTM,ASTM B168,"Standard Specification for Nickel-Chromium and Related Nickel Alloy Plate, Sheet, and Strip",Current-use reference,specifications/astm/astm-b168.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b168/index.html
PRA-SPC-00592,ASTM,ASTM B169/B169M,"Standard Specification for Aluminum Bronze Sheet, Strip, and Rolled Bar",Current-use reference,specifications/astm/astm-b169-b169m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b169/index.html
PRA-SPC-00593,ASTM,ASTM B171/B171M,"Standard Specification for Copper-Alloy Plate and Sheet for Pressure Vessels, Condensers, and Heat Exchangers",Current-use reference,specifications/astm/astm-b171-b171m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b171/index.html
PRA-SPC-00594,ASTM,ASTM B265,"Standard Specification for Titanium and Titanium Alloy Strip, Sheet, and Plate",Current-use reference,specifications/astm/astm-b265.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b265/index.html
PRA-SPC-00595,ASTM,ASTM B335,Standard Specification for Nickel-Molybdenum Alloy Rod,Current-use reference,specifications/astm/astm-b335.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b335/index.html
PRA-SPC-00596,ASTM,ASTM B348/B348M,Standard Specification for Titanium and Titanium Alloy Bars and Billets,Current-use reference,specifications/astm/astm-b348-b348m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b348/index.html
PRA-SPC-00597,ASTM,ASTM B36/B36M,"Standard Specification for Brass Plate, Sheet, Strip, And Rolled Bar",Current-use reference,specifications/astm/astm-b36-b36m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b36/index.html
PRA-SPC-00598,ASTM,ASTM B365,Standard Specification for Tantalum and Tantalum Alloy Rod and Wire,Current-use reference,specifications/astm/astm-b365.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b365/index.html
PRA-SPC-00599,ASTM,ASTM B381,Standard Specification for Titanium and Titanium Alloy Forgings,Current-use reference,specifications/astm/astm-b381.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b381/index.html
PRA-SPC-00600,ASTM,ASTM B387/B387M,"Standard Specification for Molybdenum and Molybdenum Alloy Bar, Rod, and Wire",Current-use reference,specifications/astm/astm-b387-b387m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b387/index.html
PRA-SPC-00601,ASTM,ASTM B408,Standard Specification for Nickel-Iron-Chromium Alloy Rod and Bar,Current-use reference,specifications/astm/astm-b408.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b408/index.html
PRA-SPC-00602,ASTM,ASTM B409,"Standard Specification for Nickel-Iron-Chromium Alloy Plate, Sheet, and Strip",Current-use reference,specifications/astm/astm-b409.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b409/index.html
PRA-SPC-00603,ASTM,ASTM B424,"Standard Specification for Nickel-Iron-Chromium-Molybdenum-Copper Alloys Plate, Sheet, and Strip",Current-use reference,specifications/astm/astm-b424.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b424/index.html
PRA-SPC-00604,ASTM,ASTM B425,Standard Specification for Nickel-Iron-Chromium-Molybdenum-Copper Alloys Rod and Bar,Current-use reference,specifications/astm/astm-b425.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b425/index.html
PRA-SPC-00605,ASTM,ASTM B446,Standard Specification for Nickel-Chromium-Molybdenum and Related Nickel Alloy Rod and Bar,Current-use reference,specifications/astm/astm-b446.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b446/index.html
PRA-SPC-00606,ASTM,ASTM B462,"Standard Specification for Forged or Rolled Nickel Alloy Pipe Flanges, Forged Fittings, and Valves and Parts for Corrosive High-Temperature Service",Current-use reference,specifications/astm/astm-b462.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b462/index.html
PRA-SPC-00607,ASTM,ASTM B473,Standard Specification for Nickel-Iron-Chromium-Molybdenum-Copper Alloy Bar and Wire,Current-use reference,specifications/astm/astm-b473.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b473/index.html
PRA-SPC-00608,ASTM,ASTM B493/B493M,Standard Specification for Zirconium and Zirconium Alloy Forgings,Current-use reference,specifications/astm/astm-b493-b493m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b493/index.html
PRA-SPC-00609,ASTM,ASTM B550/B550M,Standard Specification for Zirconium and Zirconium Alloy Bar and Wire,Current-use reference,specifications/astm/astm-b550-b550m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b550/index.html
PRA-SPC-00610,ASTM,ASTM B551/B551M,"Standard Specification for Zirconium and Zirconium Alloy Strip, Sheet, and Plate",Current-use reference,specifications/astm/astm-b551-b551m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b551/index.html
PRA-SPC-00611,ASTM,ASTM B564,Standard Specification for Nickel Alloy Forgings,Current-use reference,specifications/astm/astm-b564.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b564/index.html
PRA-SPC-00612,ASTM,ASTM B572,Standard Specification for Heat and Corrosion Resistant High Temperature Alloy Bar or Rod,Current-use reference,specifications/astm/astm-b572.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b572/index.html
PRA-SPC-00613,ASTM,ASTM B574,Standard Specification for Low-Carbon Nickel-Chromium-Molybdenum and Related Nickel Alloy Rod,Current-use reference,specifications/astm/astm-b574.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b574/index.html
PRA-SPC-00614,ASTM,ASTM B637,"Standard Specification for Precipitation-Hardening and Cold Worked Nickel Alloy Bars, Forgings, and Forging Stock for Moderate or High Temperature Service",Current-use reference,specifications/astm/astm-b637.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b637/index.html
PRA-SPC-00615,ASTM,ASTM B708,"Standard Specification for Tantalum and Tantalum Alloy Plate, Sheet, and Strip",Current-use reference,specifications/astm/astm-b708.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b708/index.html
PRA-SPC-00616,ASTM,ASTM B805,Standard Specification for Precipitation Hardening Nickel Alloys Bar and Wire,Current-use reference,specifications/astm/astm-b805.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b805/index.html
PRA-SPC-00617,ASTM,ASTM B865,"Standard Specification for Precipitation Hardening Nickel-Copper-Aluminum Alloy Bar, Rod, Wire, Forgings, and Forging Stock",Current-use reference,specifications/astm/astm-b865.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b865/index.html
PRA-SPC-00618,ASTM,ASTM B98/B98M,"Standard Specification for Copper-Silicon Alloy Rod, Bar and Shapes",Current-use reference,specifications/astm/astm-b98-b98m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/astm-b98/index.html
PRA-SPC-00619,BS,BS 3076:1989,Specification for nickel and nickel alloys bar,Current-use reference,specifications/bs/bs-3076.html,specifications/bs/bs-specifications.html,preserved_enhanced_page,specifications/bs/bs-3076/index.html
PRA-SPC-00620,DIN,DIN 17240:1976-07,Heat Resisting and Highly Heat Resisting Materials for Bolts and Nuts — Quality Specifications,Withdrawn,specifications/din/din-17240-1976-07.html,specifications/din/din-specifications.html,preserved_enhanced_page,specifications/din/din-17240/index.html
PRA-SPC-00621,ASTM,ASTM A183,Standard Specification for Carbon Steel Track Bolts and Nuts,Current-use reference,specifications/astm/astm-a183.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a183/index.html
PRA-SPC-00622,ASTM,ASTM F568M,Standard Specification for Carbon and Alloy Steel Externally Threaded Metric Fasteners,Legacy / Superseded,specifications/astm/astm-f568m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/f568m/index.html
PRA-SPC-00623,ASTM,ASTM F738M,"Standard Specification for Stainless Steel Metric Bolts, Screws, and Studs",Legacy / Superseded,specifications/astm/astm-f738m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/f738m/index.html
PRA-SPC-00624,ASTM,ASTM F836M,Standard Specification for Style 1 Stainless Steel Metric Nuts (Metric),Legacy / Superseded,specifications/astm/astm-f836m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/f836m/index.html
PRA-SPC-00625,ASTM,ASTM F880M,Standard Specification for Stainless Steel Socket Set Screws (Metric),Legacy / Superseded,specifications/astm/astm-f880m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/f880m/index.html
PRA-SPC-00626,ASTM,ASTM A693,"Standard Specification for Precipitation-Hardening Stainless and Heat-Resisting Steel Plate, Sheet, and Strip",Current-use reference,specifications/astm/astm-a693.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a693/index.html
PRA-SPC-00627,ASTM,ASTM B96/B96M,"Standard Specification for Copper-Silicon Alloy Plate, Sheet, Strip, and Rolled Bar for General Purposes and Pressure Vessels",Current-use reference,specifications/astm/astm-b96-b96m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/b96-b96m/index.html
PRA-SPC-00628,BS EN,BS EN 1515-4:2021,Flanges and their joints — Bolting — Part 4: Selection of bolting for equipment subject to the Pressure Equipment Directive 2014/68/EU,Current-use reference,specifications/bs-en/bs-en-1515-4.html,specifications/bs-en/bs-en-specifications.html,preserved_enhanced_page,specifications/bs-en/1515-4-2021/index.html
PRA-SPC-00629,BS,BS 4190:2014,"ISO metric black hexagon bolts, screws and nuts — Specification",Current-use reference,specifications/bs/bs-4190.html,specifications/bs/bs-specifications.html,preserved_enhanced_page,specifications/bs/4190-2014/index.html
PRA-SPC-00630,BS,BS 3692:2014,"ISO metric precision hexagon bolts, screws and nuts — Specification",Current-use reference,specifications/bs/bs-3692.html,specifications/bs/bs-specifications.html,preserved_enhanced_page,specifications/bs/3692-2014/index.html
PRA-SPC-00631,ASTM,ASTM A574M,Standard Specification for Alloy Steel Socket-Head Cap Screws (Metric),Legacy / Superseded,specifications/astm/astm-a574m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a574m/index.html
PRA-SPC-00632,ASTM,ASTM F835M,Standard Specification for Alloy Steel Socket Button and Flat Countersunk Head Cap Screws (Metric),Legacy / Superseded,specifications/astm/astm-f835m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/f835m/index.html
PRA-SPC-00633,ASTM,ASTM F837M,Standard Specification for Stainless Steel Socket Head Cap Screws (Metric),Legacy / Superseded,specifications/astm/astm-f837m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/f837m/index.html
PRA-SPC-00634,ASTM,ASTM F879M,Standard Specification for Stainless Steel Socket Button and Flat Countersunk Head Cap Screws (Metric),Legacy / Superseded,specifications/astm/astm-f879m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/f879m/index.html
PRA-SPC-00635,ASTM,ASTM A563M,Standard Specification for Carbon and Alloy Steel Nuts (Metric),Legacy / Superseded,specifications/astm/astm-a563m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a563m/index.html
PRA-SPC-00636,ASTM,ASTM B99/B99M,Standard Specification for Copper-Silicon Alloy Wire for General Applications,Current-use reference,specifications/astm/astm-b99-b99m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/b99-b99m/index.html
PRA-SPC-00637,ASTM,ASTM B927/B927M,"Standard Specification for Brass Rod, Bar, and Shapes",Current-use reference,specifications/astm/astm-b927-b927m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/b927-b927m/index.html
PRA-SPC-00638,ASTM,ASTM A181/A181M,"Standard Specification for Carbon Steel Forgings, for General-Purpose Piping",Current-use reference,specifications/astm/astm-a181-a181m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a181-a181m/index.html
PRA-SPC-00639,ASTM,ASTM A266/A266M,Standard Specification for Carbon Steel Forgings for Pressure Vessel Components,Current-use reference,specifications/astm/astm-a266-a266m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a266-a266m/index.html
PRA-SPC-00640,ASTM,ASTM A336/A336M,Standard Specification for Alloy Steel Forgings for Pressure and High-Temperature Parts,Current-use reference,specifications/astm/astm-a336-a336m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a336-a336m/index.html
PRA-SPC-00641,ASTM,ASTM A1099/A1099M,"Standard Specification for Modified Alloy Steel Forgings, Forged Bar, and Rolled Bar Commonly Used in Oil and Gas Pressure Vessels",Current-use reference,specifications/astm/astm-a1099-a1099m.html,specifications/astm/astm-specifications.html,preserved_enhanced_page,specifications/astm/a1099-a1099m/index.html
